2016/1/31,京都,新馬,4,新馬,ダ,1400,14, ニホンピロヘーゼル,7,,４,89.44,15,47.9,10
2016/1/31,京都,未勝利,5,未勝利,芝,2000,8, ナムラムサシ,4,,４,122.85,3,78.2,2
2016/1/31,京都,500万,6,500万下*,ダ,1800,7, クリノリトミシュル,7,,４,115.63,4,40.7,7
2016/1/31,京都,500万,7,500万下*,芝,1400,13,$ルグランフリソン,2,,４,81.70,1,64.5,3
2016/1/31,京都,500万,8,500万下,ダ,1400,3, シュネール,4,,４,86.20,4,69.6,2
2016/1/31,京都,1000万,9,大津特別1000,ダ,1800,3, アドマイヤランディ,4,,４,112.48,3,59.6,3
2016/1/31,京都,1600万,10,松籟ＳＨ1600,芝,2400,9, ラブラバード,5,,４,147.19,7,64.3,4
2016/1/31,京都,Ｇ３,11,シルクロＨG3,芝,1200,6, セカンドテーブル,10,,４,68.22,9,23.3,14
2016/1/31,京都,1000万,12,1000万下,芝,1400,4, アグネスハビット,3,,４,82.15,5,47.4,8
2016/1/31,東京,未勝利,1,未勝利・牝,ダ,1400,9, チビノヴァルタン,7,,５,89.07,7,58.4,7
2016/1/31,東京,未勝利,2,未勝利,ダ,2100,10, ノンシュガー,6,,５,136.72,2,68.8,2
2016/1/31,東京,新馬,3,新馬,ダ,1600,5, サングラスポテト,5,,５,102.65,6,45.5,13
2016/1/31,東京,新馬,3,新馬,ダ,1600,10, ボーントゥレイン,14,,５,102.50,5,55.2,2
2016/1/31,東京,未勝利,4,未勝利,芝,1600,3, ヘラルドスクエア,6,,５,95.16,5,55.3,6
2016/1/31,東京,新馬,5,新馬,芝,1800,8, オールドクラシック,8,,５,111.54,7,77.0,2
2016/1/31,東京,500万,6,500万下,ダ,2100,7, レッドカノーヴァ,6,,５,136.21,7,48.7,6
2016/1/31,東京,500万,7,500万下,ダ,1600,14,$ティズトレメンダス,8,,５,101.05,15,58.8,4
2016/1/31,東京,1000万,8,1000万下,ダ,1400,9, イーデンホール,5,,５,86.20,10,47.3,11
2016/1/31,東京,500万,9,セントポ500*,芝,1800,9, ネイビーブルー,8,,５,109.73,9,50.3,6
2016/1/31,東京,1600万,10,節分ＳＨ1600,芝,1600,12, アンジェリック,9,,５,94.42,7,63.2,4
2016/1/31,東京,Ｇ３,11,根岸ＳG3,ダ,1400,6, アンズチャン,3,,５,84.19,3,53.0,8
2016/1/31,東京,1000万,12,1000万下,芝,1800,6, ウイングチップ,5,,５,108.23,6,66.9,3
2016/1/31,中京,未勝利,1,未勝利,ダ,1800,7, イーグルバイオ,9,,５,119.04,13,38.2,13
2016/1/31,中京,未勝利,2,未勝利,ダ,1400,2,$ラトナプラ,9,,５,88.83,12,51.2,8
2016/1/31,中京,500万,3,500万下・牝,ダ,1800,8, トウシンハンター,5,,５,116.66,9,45.3,6
2016/1/31,中京,未勝利,4,障害未勝利,芝,3000,9, エルインペレイター,1,,５,200.88,3,,
2016/1/31,中京,未勝利,5,障害未勝利,芝,3000,13, セイクリッドロード,3,,５,201.55,2,,
2016/1/31,中京,500万,6,500万下,ダ,1200,12, ワキノハガクレ,8,,５,72.90,2,67.0,3
2016/1/31,中京,未勝利,7,未勝利,芝,2000,12, コスモシャンティ,7,,５,125.51,6,43.7,11
2016/1/31,中京,500万,8,500万下・若,ダ,1800,14, チャンスメイク,11,,５,115.97,12,57.0,5
2016/1/31,中京,500万,9,500万下,芝,1400,12, コスモヨハネ,6,,５,83.44,11,47.9,11
2016/1/31,中京,500万,10,ごぎょう500*,ダ,1200,10, ダイアモンドノーム,14,,５,73.73,10,37.2,10
2016/1/31,中京,1000万,11,中京スポ1000,芝,1600,2, マイティースコール,12,,５,96.48,8, 9.4,12
2016/1/31,中京,500万,12,熱田特別500,芝,2000,11, スマートルピナス,6,,５,124.30,6,50.7,7
2016/1/31,京都,未勝利,1,未勝利・牝,ダ,1800,6, アークマイニング,3,,５,116.59,7,55.7,6
2016/1/31,京都,未勝利,2,未勝利,ダ,1200,3, ベストワークス,4,,５,74.15,6,64.0,3
2016/1/31,京都,未勝利,3,未勝利,ダ,1800,10, ミスターウインディ,14,,５,116.74,12,43.4,12
2016/1/31,京都,新馬,4,新馬,ダ,1400,11, ナリタマカニ,12,,５,89.71,16,47.3,13
2016/1/31,京都,未勝利,5,未勝利,芝,2000,4, ナムラルパン,2,,５,122.82,2,74.3,3
2016/1/31,京都,500万,6,500万下*,ダ,1800,2, エキドナ,3,,５,115.68,5,49.4,4
2016/1/31,京都,500万,7,500万下*,芝,1400,3, ナイトオブナイツ,4,,５,81.83,4,60.5,4
2016/1/31,京都,500万,8,500万下,ダ,1400,6, ペプチドアルマ,2,,５,85.45,1,73.3,1
2016/1/31,京都,1000万,9,大津特別1000,ダ,1800,8, ヒデノインペリアル,1,,５,112.00,1,77.3,1
2016/1/31,京都,1600万,10,松籟ＳＨ1600,芝,2400,3, アドマイヤケルソ,4,,５,146.33,2,48.0,5
2016/1/31,京都,Ｇ３,11,シルクロＨG3,芝,1200,16, ビッグアーサー,1,,５,68.04,5,88.8,1
2016/1/31,京都,1000万,12,1000万下,芝,1400,5, ネオヴィクトリア,8,,５,82.09,3,36.2,11
2016/1/31,東京,未勝利,1,未勝利・牝,ダ,1400,12, スプリングガール,3,,６,87.79,2,69.3,2
2016/1/31,東京,未勝利,2,未勝利,ダ,2100,4, クリスタルスカル,10,,６,138.14,11,52.6,7
2016/1/31,東京,未勝利,4,未勝利,芝,1600,11,*ダノンアイリス,3,,６,95.01,4,69.5,4
2016/1/31,東京,新馬,5,新馬,芝,1800,5, レッドアルカナ,1,,６,111.08,1,65.3,3
2016/1/31,東京,500万,6,500万下,ダ,2100,4, インパルション,10,,６,135.40,2,49.5,5
2016/1/31,東京,500万,7,500万下,ダ,1600,8, ジェイケイライアン,10,,６,100.58,11,35.8,13
2016/1/31,東京,1000万,8,1000万下,ダ,1400,1, ラミアカーサ,9,,６,86.28,11,48.8,10
2016/1/31,東京,500万,9,セントポ500*,芝,1800,1, プレイヤーサムソン,5,,６,109.25,4,73.4,1
2016/1/31,東京,1600万,10,節分ＳＨ1600,芝,1600,7, キングカラカウア,2,,６,93.83,2,62.3,5
2016/1/31,東京,Ｇ３,11,根岸ＳG3,ダ,1400,11, プロトコル,5,,６,84.48,10,57.8,5
2016/1/31,東京,1000万,12,1000万下,芝,1800,2, ベストドリーム,2,,６,108.43,7,56.4,6
2016/1/31,中京,未勝利,1,未勝利,ダ,1800,13, ゴールデンゲート,1,,６,117.18,3,63.7,3
2016/1/31,中京,未勝利,2,未勝利,ダ,1400,9, ニシノラディアント,3,,６,88.80,11,56.6,5
2016/1/31,中京,500万,3,500万下・牝,ダ,1800,1, スモーキーナイト,6,,６,116.01,5,39.3,8
2016/1/31,中京,未勝利,4,障害未勝利,芝,3000,3, シゲルハリマ,5,,６,201.23,5,,
2016/1/31,中京,未勝利,5,障害未勝利,芝,3000,8, アルテミシア,7,,６,204.08,8,,
2016/1/31,中京,500万,6,500万下,ダ,1200,14, アイファーサラオー,4,,６,73.03,3,65.0,5
2016/1/31,中京,未勝利,7,未勝利,芝,2000,18, トモジャハリーフ,13,,６,126.86,18,32.3,14
2016/1/31,中京,500万,8,500万下・若,ダ,1800,12, ディグニファイド,5,,６,115.78,9,45.6,9
2016/1/31,中京,500万,9,500万下,芝,1400,16, ダブルコーク,1,,６,82.81,6,82.3,1
2016/1/31,中京,500万,10,ごぎょう500*,ダ,1200,5, シゲルクロマグロ,10,,６,74.06,13,23.1,14
2016/1/31,中京,1000万,11,中京スポ1000,芝,1600,11, サンセットスカイ,11,,６,96.50,9,35.6,10
2016/1/31,中京,500万,12,熱田特別500,芝,2000,7, ケルンダッシュ,1,,６,122.96,1,85.7,1
2016/1/31,京都,未勝利,1,未勝利・牝,ダ,1800,14, ウエスタンビジュー,9,,６,116.98,9,43.5,12
2016/1/31,京都,未勝利,2,未勝利,ダ,1200,7, メイショウダイウン,9,,６,74.61,14,36.9,14
2016/1/31,京都,未勝利,3,未勝利,ダ,1800,16, エフハリスト,6,,６,115.99,8,54.1,7
2016/1/31,京都,新馬,4,新馬,ダ,1400,9, ハシカミ,16,,６,88.91,11,47.5,11
2016/1/31,京都,未勝利,5,未勝利,芝,2000,7, マリネリス,10,,６,123.36,7,46.3,9
2016/1/31,京都,500万,6,500万下*,ダ,1800,5, メイショウマスラオ,2,,６,115.38,3,59.5,2
2016/1/31,京都,500万,7,500万下*,芝,1400,7, エイシンキロオル,11,,６,82.01,7,47.7,9
2016/1/31,京都,500万,8,500万下,ダ,1400,4, ダンカン,9,,６,86.50,7,52.7,7
2016/1/31,京都,1000万,9,大津特別1000,ダ,1800,7,*シュミット,9,,６,113.29,6,46.8,8
2016/1/31,京都,1600万,10,松籟ＳＨ1600,芝,2400,7, トウカイオーロラ,8,,６,147.13,6,16.7,8
2016/1/31,京都,Ｇ３,11,シルクロＨG3,芝,1200,5, サトノルパン,4,,６,68.06,7,75.6,4
2016/1/31,京都,1000万,12,1000万下,芝,1400,13,$イッテツ,2,,６,82.37,8,68.7,2
2016/1/31,東京,未勝利,1,未勝利・牝,ダ,1400,3, ピントゥリッキオ,5,,７,87.92,3,67.9,3
2016/1/31,東京,未勝利,2,未勝利,ダ,2100,6, ヴィットリオ,1,,７,137.75,8,51.8,8
2016/1/31,東京,新馬,3,新馬,ダ,1600,4, ブレスアロット,10,,７,102.73,7,55.2,2
2016/1/31,東京,未勝利,4,未勝利,芝,1600,1, コスモロングソード,8,,７,95.96,8,55.1,7
2016/1/31,東京,新馬,5,新馬,芝,1800,3, マイハーベスト,12,,７,112.51,15,39.2,13
2016/1/31,東京,500万,6,500万下,ダ,2100,2, ヘイローフォンテン,3,,７,136.06,4,64.1,4
2016/1/31,東京,500万,7,500万下,ダ,1600,16,$サウンドジャンゴ,14,,７,100.93,14,34.8,14
2016/1/31,東京,1000万,8,1000万下,ダ,1400,2, ワイルドダラー,10,,７,85.63,3,64.6,3
2016/1/31,東京,500万,9,セントポ500*,芝,1800,7, ツーエムレジェンド,9,,７,109.89,10,46.8,7
2016/1/31,東京,1600万,10,節分ＳＨ1600,芝,1600,8, メドウヒルズ,12,,７,95.37,14,13.9,13
2016/1/31,東京,Ｇ３,11,根岸ＳG3,ダ,1400,16, レーザーバレット,8,,７,85.03,13,45.2,11
2016/1/31,東京,1000万,12,1000万下,芝,1800,9, ディアデルレイ,3,,７,108.17,4,71.4,1
2016/1/31,中京,未勝利,1,未勝利,ダ,1800,15, シルバーゲイル,10,,７,118.79,11,49.2,9
2016/1/31,中京,未勝利,2,未勝利,ダ,1400,7, ダッシュビーム,11,,７,87.63,3,62.1,4
2016/1/31,中京,500万,3,500万下・牝,ダ,1800,4, バードオンアスク,4,,７,115.74,4,52.2,4
2016/1/31,中京,未勝利,4,障害未勝利,芝,3000,7, マイネルクレイズ,6,,７,202.14,6,,
2016/1/31,中京,未勝利,5,障害未勝利,芝,3000,10, サクラアドニス,4,,７,202.82,4,,
2016/1/31,中京,500万,6,500万下,ダ,1200,16, ワンダーヴィーヴァ,5,,７,73.16,6,61.6,6
2016/1/31,中京,未勝利,7,未勝利,芝,2000,1, ワンスインアライフ,4,,７,124.98,3,74.9,3
2016/1/31,中京,500万,8,500万下・若,ダ,1800,7, キザシ,12,,７,116.07,13,33.6,13
2016/1/31,中京,500万,9,500万下,芝,1400,1, タイキパラドックス,15,,７,84.77,18,18.8,17
2016/1/31,中京,500万,10,ごぎょう500*,ダ,1200,13, タマモシルクハット,12,,７,73.43,8,44.4,9
2016/1/31,中京,1000万,11,中京スポ1000,芝,1600,8, インストアイベント,5,,７,96.29,7,49.1,7
2016/1/31,中京,500万,12,熱田特別500,芝,2000,5, サクラビクトワール,9,,７,125.00,9,29.6,10
2016/1/31,京都,未勝利,1,未勝利・牝,ダ,1800,1, ヌンダーウ,11,,７,117.75,14,35.1,15
2016/1/31,京都,未勝利,2,未勝利,ダ,1200,10, フィールドシャルム,3,,７,73.96,1,73.7,1
2016/1/31,京都,未勝利,3,未勝利,ダ,1800,3, リリーシューター,9,,７,115.64,5,46.4,11
2016/1/31,京都,新馬,4,新馬,ダ,1400,8, ピカデリー,3,,７,88.41,6,54.4,4
2016/1/31,京都,未勝利,5,未勝利,芝,2000,15, マイネルチャンプ,5,,７,123.37,8,60.9,5
2016/1/31,京都,500万,6,500万下*,ダ,1800,3, オンザロックス,5,,７,115.70,6,50.6,3
2016/1/31,京都,500万,7,500万下*,芝,1400,4, ゼンノトライブ,10,,７,82.10,10,44.6,11
